School,City,Region,Applied,Admitted,Enrolled
UNIVERSITY PREPARATORY SCHOOL,Redding,Shasta,43.0,32.0,19.0
UNIVERSITY PREPARATORY,Victorville,San Bernardino,129.0,98.0,41.0
UNIVERSITY PREPARTORY HIGH SCH,Visalia,Tulare,19.0,16.0,7.0
UNIVERSITY SCHOOL MILWAUKEE,Milwaukee,WI,18.0,8.0,0.0
UNIVERSITY SCHOOL OF NASHVILLE,Nashville,TN,12.0,7.0,0.0
UNIVERSITY SCHOOL,Chagrin Falls,OH,9.0,3.0,0.0
UNIVERSITY SCHOOL,Johnson City,TN,0.0,0.0,0.0
UNIVERSITY VIEW ACADEMY,Baton Rouge,LA,0.0,0.0,0.0
UP MEDICAL MAGNET ACADEMY,Los Angeles,Los Angeles,7.0,6.0,0.0
UPLAND HIGH SCHOOL,Upland,San Bernardino,203.0,142.0,67.0
UPLIFT INFINITY PREPARATORY SC,Irving,TX,0.0,0.0,0.0
UPLIFT MICHIGAN ACADEMY,Stephenson,MI,0.0,0.0,0.0
UPPER ARLINGTON HIGH SCHOOL,Upper Arlington,OH,12.0,5.0,0.0
UPPER CANADA COLLEGE,nan,nan,29.0,22.0,3.0
UPPER COLUMBIA ACADEMY,Spangle,WA,0.0,0.0,0.0
UPPER DUBLIN HIGH SCHOOL,Ft Washington,PA,13.0,6.0,0.0
UPPER LAKE HIGH SCHOOL,Upper Lake,Lake,10.0,6.0,0.0
UPPER MERION AREA HIGH SCHOOL,King Of Prussia,PA,0.0,0.0,0.0
UPPER MORELAND HIGH SCHOOL,Willow Grove,PA,0.0,0.0,0.0
UPPER PERKIOMEN HIGH SCHOOL,Pennsburg,PA,0.0,0.0,0.0
UPPER SAINT CLAIR HIGH SCHOOL,Pittsburgh,PA,12.0,3.0,0.0
UPPINGHAM SCHOOL,nan,nan,0.0,0.0,0.0
UPTOWN SCHOOL,nan,nan,8.0,5.0,0.0
URBAN ACADEMY HIGH SCHOOL,New York,NY,0.0,0.0,0.0
URBAN ASMBLY LDRSHP & EMPWRMNT,Brooklyn,NY,0.0,0.0,0.0
URBAN ASSEMBLY MAKER ACADEMY,New York,NY,0.0,0.0,0.0
URBAN DISCOVERY ACADEMY,San Diego,San Diego,0.0,0.0,0.0
URBAN PREP CHRT ACAD YOUNG MEN,Chicago,IL,0.0,0.0,0.0
URBAN SCHOOL OF SAN FRANCISCO,San Francisco,San Francisco,82.0,44.0,14.0
URBANA HIGH SCHOOL,Urbana,IL,0.0,0.0,0.0
URBANA HIGH SCHOOL,Ijamsville,MD,18.0,6.0,3.0
URBANDALE HIGH SCHOOL,Urbandale,IA,0.0,0.0,0.0
URSULINE ACADEMY,New Orleans,LA,0.0,0.0,0.0
URSULINE ACADEMY,Dedham,MA,0.0,0.0,0.0
URSULINE ACADEMY,St Louis,MO,0.0,0.0,0.0
URSULINE ACADEMY,Blue Ash,OH,0.0,0.0,0.0
URSULINE ACADEMY,Dallas,TX,25.0,14.0,0.0
URSULINE ACADEMY,Wilmington,DE,0.0,0.0,0.0
URSULINE SCHOOL,New Rochelle,NY,0.0,0.0,0.0
URUMQI BAYI HIGH SCHOOL,nan,nan,6.0,5.0,0.0
US INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
US PERFORMANCE ACADEMY,Wilmot,NH,0.0,0.0,0.0
USC HYBRID HIGH COLLEGE PREP,Los Angeles,Los Angeles,83.0,73.0,27.0
USC MEDIA & ENGINEERING MAGNET SCH,Los Angeles,Los Angeles,29.0,27.0,14.0
USKUDAR AMERICAN ACADEMY,nan,nan,28.0,18.0,0.0
UTAH CONNECTIONS ACADEMY,Salt Lake City,UT,0.0,0.0,0.0
UTAH ONLINE SCHOOL K-,Saint George,UT,0.0,0.0,0.0
UTAH,nan,UT,0.0,0.0,0.0
UTAHLOY INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
UTAHLOY INTL SCHL ZENGCHENG,nan,nan,0.0,0.0,0.0
UTICA ACADEMY INTL STUDIES,Sterling Heights,MI,0.0,0.0,0.0
UTICA HIGH SCHOOL,Utica,MI,0.0,0.0,0.0
UTICA HIGH SCHOOL,Utica,OH,0.0,0.0,0.0
UTPAL SHANGHVI GLOBAL SCHOOL,nan,nan,0.0,0.0,0.0
UWC ADRIATIC,nan,nan,0.0,0.0,0.0
UWC EAST AFRICA - MOSHI CAMPUS,nan,nan,0.0,0.0,0.0
UWC EAST AFRICA ARUSHA CAMPUS,nan,nan,0.0,0.0,0.0
UWC ISAK JAPAN,nan,nan,13.0,7.0,0.0
UWC ROBERT BOSCH COLLEGE,nan,nan,0.0,0.0,0.0
UWC THAILAND INTERNATIONAL SCH,nan,nan,0.0,0.0,0.0
UXBRIDGE HIGH SCHOOL,Uxbridge,MA,0.0,0.0,0.0
UZBEKISTAN,nan,nan,21.0,5.0,0.0
V R EATON HIGH SCHOOL,Haslet,TX,5.0,0.0,0.0
V SUE CLEVELAND HIGH SCHOOL,Rio Rancho,NM,0.0,0.0,0.0
VACAVILLE CHRISTIAN HIGH SCHL,Vacaville,Solano,13.0,6.0,3.0
VACAVILLE HIGH SCHOOL,Vacaville,Solano,96.0,69.0,24.0
VAELS INTERNATIONAL SCHOOL,nan,nan,6.0,5.0,0.0
VAIL CHRISTIAN HIGH SCHOOL,Edwards,CO,0.0,0.0,0.0
VAIL MOUNTAIN SCHOOL,Vail,CO,7.0,5.0,0.0
VAIL SKI AND SNOWBOARD ACADEMY,Minturn,CO,0.0,0.0,0.0
VAIS JSC - SAINT PAUL AMERICAN,nan,nan,7.0,4.0,0.0
VALENCIA HIGH SCHOOL,Los Lunas,NM,0.0,0.0,0.0
VALENCIA HIGH SCHOOL,Placentia,Orange,204.0,151.0,80.0
VALENCIA HIGH SCHOOL,Valencia,Los Angeles,209.0,120.0,66.0
VALHALLA HIGH SCHOOL,Valhalla,NY,0.0,0.0,0.0
VALHALLA HIGH SCHOOL,El Cajon,San Diego,119.0,64.0,24.0
VALLE VERDE EARLY COLLEGE HS,El Paso,TX,0.0,0.0,0.0
VALLEJO HIGH SCHOOL,Vallejo,Solano,27.0,17.0,10.0
VALLEY ACADEMY ARTS & SCIENCES,Granada Hills,Los Angeles,45.0,27.0,10.0
VALLEY CATHOLIC HIGH SCHOOL,Aloha,OR,5.0,4.0,0.0
VALLEY CENTER HIGH SCHOOL,Valley Center,San Diego,38.0,23.0,13.0
VALLEY CENTER PREP SCHOOL,Valley Center,San Diego,0.0,0.0,0.0
VALLEY CHRISTIAN ACADEMY,Roseville,Placer,0.0,0.0,0.0
VALLEY CHRISTIAN HIGH SCHOOL,Chandler,AZ,0.0,0.0,0.0
VALLEY CHRISTIAN HIGH SCHOOL,Cerritos,Los Angeles,29.0,11.0,3.0
VALLEY CHRISTIAN HIGH SCHOOL,Dublin,Alameda,15.0,12.0,6.0
VALLEY CHRISTIAN HIGH SCHOOL,San Jose,Santa Clara,267.0,205.0,93.0
VALLEY FORGE MILITARY ACADEMY,Wayne,PA,0.0,0.0,0.0
VALLEY HIGH SCHOOL,West Des Moines,IA,5.0,0.0,0.0
VALLEY HIGH SCHOOL,Las Vegas,NV,8.0,6.0,0.0
VALLEY HIGH SCHOOL,Sacramento,Sacramento,74.0,63.0,34.0
VALLEY HIGH SCHOOL,Santa Ana,Orange,93.0,69.0,19.0
VALLEY INTERNATIONAL PREP HS,Northridge,Los Angeles,28.0,21.0,8.0
VALLEY MILLS HIGH SCHOOL,Valley Mills,TX,0.0,0.0,0.0
VALLEY OAK CHARTER - OJAI,Ojai,Ventura,0.0,0.0,0.0
VALLEY OAKS CHARTER SCHOOL,Bakersfield,Kern,0.0,0.0,0.0
VALLEY OAKS CTR ENRICHED STDS,Sun Valley,Los Angeles,10.0,8.0,0.0
VALLEY REGIONAL HIGH SCHOOL,Deep River,CT,0.0,0.0,0.0
VALLEY ROBOTICS ACADEMY,Lodi,San Joaquin,0.0,0.0,0.0
VALLEY STREAM CENTRAL HS,Valley Stream,NY,0.0,0.0,0.0
VALLEY STREAM NORTH HS,Franklin Square,NY,0.0,0.0,0.0
VALLEY TORAH HIGH SCHOOL,Valley Village,Los Angeles,12.0,8.0,0.0
VALLEY VIEW CHARTER PREP,Tracy,San Joaquin,5.0,4.0,0.0
VALLEY VIEW HIGH SCHOOL,Moreno Valley,Riverside,154.0,114.0,73.0
VALLEY VISTA HIGH SCHOOL,Surprise,AZ,0.0,0.0,0.0
VALOR ACADEMY HIGH SCHOOL,North Hills,Los Angeles,52.0,31.0,14.0
VALOR CHRISTIAN HIGH SCHOOL,Highlands Ranch,CO,18.0,11.0,3.0
VALOR COLLEGE PREP,Nashville,TN,0.0,0.0,0.0
VALOR INTERNATIONAL SCHOLARS,nan,nan,0.0,0.0,0.0
VALPARAISO HIGH SCHOOL,Valparaiso,IN,5.0,0.0,0.0
VAN BUREN DIST SECONDARY SCH,Van Buren,ME,0.0,0.0,0.0
VAN NUYS HIGH SCHOOL,Van Nuys,Los Angeles,188.0,134.0,57.0
VANCLEAVE HIGH SCHOOL,Vancleave,MS,0.0,0.0,0.0
VANCOUVER COLLEGE,nan,nan,7.0,4.0,0.0
VANCOUVER ITECH PREPARATORY,Vancouver,WA,0.0,0.0,0.0
VANCOUVER SCH ARTS & ACADEMICS,Vancouver,WA,0.0,0.0,0.0
VANCOUVER TECH SECONDARY SCH,nan,nan,0.0,0.0,0.0
VANDEBILT CATHOLIC HIGH SCHOOL,Houma,LA,0.0,0.0,0.0
VANDEGRIFT HIGH SCHOOL,Austin,TX,84.0,47.0,9.0
VANDEN HIGH SCHOOL,Fairfield,Solano,83.0,52.0,26.0
VANDERCOOK LAKE HIGH SCHOOL,Jackson,MI,0.0,0.0,0.0
VANGUARD CLASSICAL SCHOOL,Aurora,CO,0.0,0.0,0.0
VANGUARD COLLEGE PREP SCHOOL,Waco,TX,0.0,0.0,0.0
VANGUARD HIGH SCHOOL,Ocala,FL,0.0,0.0,0.0
VANGUARD HIGH SCHOOL,New York,NY,0.0,0.0,0.0
VANGUARD HIGH SCHOOL,Mesquite,TX,0.0,0.0,0.0
VANGUARD MOZART SECONDARY,Alamo,TX,0.0,0.0,0.0
VANGUARD SCHOOL,Colorado Springs,CO,0.0,0.0,0.0
VANKE SCHOOL PUDONG,nan,nan,20.0,16.0,5.0
VARINA HIGH SCHOOL,Henrico,VA,0.0,0.0,0.0
VASANT VALLEY SCHOOL,nan,nan,35.0,26.0,0.0
VASHON ISLAND HIGH SCHOOL,Vashon,WA,7.0,4.0,0.0
VASQUEZ HIGH SCHOOL,Acton,Los Angeles,10.0,10.0,4.0
VAUGHN NEXT CENTURY LEARN CTR,San Fernando,Los Angeles,64.0,48.0,23.0
VEL PHILLIPS MEMORIAL HIGH SCH,Madison,WI,14.0,7.0,0.0
VENICE HIGH SCHOOL,Venice,FL,0.0,0.0,0.0
VENICE HIGH SCHOOL,Los Angeles,Los Angeles,222.0,162.0,89.0
VENKATESHWAR GLOBAL SCHOOL,nan,nan,0.0,0.0,0.0
VENTURA HIGH SCHOOL,Ventura,Ventura,113.0,79.0,35.0
VENTURE ACADEMY,Stockton,San Joaquin,31.0,18.0,6.0
VENTURE SCHOOL,San Ramon,Contra Costa,6.0,0.0,0.0
VERBUM DEI HIGH SCHOOL,Los Angeles,Los Angeles,39.0,27.0,5.0
VERDE VALLEY SCHOOL,Sedona,AZ,0.0,0.0,0.0
VERDUGO HILLS HIGH SCHOOL,Tujunga,Los Angeles,61.0,40.0,16.0
VERITAS CLASSICAL ACADEMY,Fullerton,Orange,0.0,0.0,0.0
VERITAS COLLEGIATE ACAD VIENNA,Arlington,VA,13.0,11.0,7.0
VERITAS COLLEGIATE ACADEMY,Chesapeake,VA,6.0,5.0,0.0
VERITAS PREPARATORY ACADEMY,Phoenix,AZ,7.0,3.0,0.0
VERITAS SCHOLARS ACADEMY,Lancaster,PA,0.0,0.0,0.0
VERMONT ACADEMY,Saxtons River,VT,0.0,0.0,0.0
VERMONT COMMONS SCHOOL,So Burlington,VT,0.0,0.0,0.0
VERMONT INTERNATIONAL ACADEMY,Burlington,VT,0.0,0.0,0.0
VERMONT,nan,VT,0.0,0.0,0.0
VERNON HILLS HIGH SCHOOL,Vernon Hills,IL,23.0,11.0,0.0
VERNON SECONDARY SCHOOL,nan,nan,0.0,0.0,0.0
VERO BEACH SENIOR HIGH SCHOOL,Vero Beach,FL,0.0,0.0,0.0
VERONA AREA HIGH SCHOOL,Verona,WI,5.0,3.0,0.0
VERONA HIGH SCHOOL,Verona,NJ,0.0,0.0,0.0
VERRADO HIGH SCHOOL,Buckeye,AZ,9.0,8.0,0.0
VESTAL SENIOR HIGH SCHOOL,Vestal,NY,0.0,0.0,0.0
VESTAVIA HILLS HIGH SCHOOL,Vestavia Hills,AL,11.0,6.0,0.0
VETERANS MEMORIAL EARLY COLG,San Antonio,TX,0.0,0.0,0.0
VETERANS MEMORIAL HIGH SCHOOL,Brownsville,TX,7.0,7.0,0.0
VETERANS MEMORIAL HIGH SCHOOL,Corpus Christi,TX,7.0,5.0,0.0
VETERANS TRIBUTE CAREER/TECH,Las Vegas,NV,5.0,3.0,0.0
VIBGYOR HIGH - HORAMAVU,nan,nan,0.0,0.0,0.0
VIBGYOR HIGH MARATHALLI BNGLRE,nan,nan,0.0,0.0,0.0
VICENZA HIGH SCHOOL,nan,nan,0.0,0.0,0.0
VICTOR CENTRAL HIGH SCHOOL,Victor,NY,0.0,0.0,0.0
VICTOR J ANDREW HIGH SCHOOL,Orland Hills,IL,0.0,0.0,0.0
VICTOR VALLEY CHRISTIAN SCHOOL,Victorville,San Bernardino,0.0,0.0,0.0
VICTOR VALLEY HIGH SCHOOL,Victorville,San Bernardino,57.0,34.0,9.0
VICTOR VALLEY VIRTUAL ACADEMY,Victorville,San Bernardino,0.0,0.0,0.0
VICTORIA ACADEMY,nan,nan,5.0,3.0,0.0
VICTORIA PARK SECONDARY SCHOOL,nan,nan,5.0,0.0,0.0
VICTORIA SHANGHAI ACADEMY,nan,nan,12.0,10.0,0.0
VICTORIOUS KIDSS EDUCARES,nan,nan,0.0,0.0,0.0
VICTORY CHRISTIAN ACADEMY,Chula Vista,San Diego,0.0,0.0,0.0
VICTORY CHRISTIAN SCHOOLS,Carmichael,Sacramento,0.0,0.0,0.0
VICTORY EARLY COLLEGE HIGH SCH,Houston,TX,0.0,0.0,0.0
VICTORY PREPARATORY ACADEMY,Commerce City,CO,0.0,0.0,0.0
VIDYA MANDIR SR SECONDARY SCHL,nan,nan,0.0,0.0,0.0
VIDYASHILP ACADEMY,nan,nan,12.0,4.0,0.0
VIENNA INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
VIERA HIGH SCHOOL,Viera,FL,0.0,0.0,0.0
VIEW HIGH SCHOOL,Mountain View,Santa Clara,0.0,0.0,0.0
VIEW PARK PREP ACCEL CHARTER HS,Los Angeles,Los Angeles,12.0,6.0,3.0
VIEWMONT HIGH SCHOOL,Bountiful,UT,5.0,0.0,0.0
VIEWPOINT SCHOOL,Calabasas,Los Angeles,87.0,55.0,14.0
VILLA MADONNA ACADEMY,Villa Hills,KY,0.0,0.0,0.0
VILLA MARIA ACADEMY,Malvern,PA,0.0,0.0,0.0
VILLA PARK HIGH SCHOOL,Villa Park,Orange,108.0,67.0,31.0
VILLA WALSH ACADEMY,Morristown,NJ,0.0,0.0,0.0
VILLAGE ACADEMY HIGH SCHOOL,Pomona,Los Angeles,23.0,17.0,8.0
VILLAGE CHRISTIAN HIGH SCHOOL,Sun Valley,Los Angeles,54.0,38.0,12.0
VILLAGE HIGH SCHOOL,Colorado Springs,CO,0.0,0.0,0.0
VILLAGE SCHOOL,Houston,TX,42.0,29.0,8.0
VILLAGE TECH SCHOOL,Duncanville,TX,0.0,0.0,0.0
VILLAGES CHARTER SCHOOL,Middleton,FL,0.0,0.0,0.0
VILLANOVA COLLEGE,nan,nan,0.0,0.0,0.0
VILLANOVA PREPARATORY SCHOOL,Ojai,Ventura,30.0,20.0,12.0
VILSECK HIGH SCHOOL,nan,nan,0.0,0.0,0.0
VINCENT MASSEY HIGH SCHOOL,nan,nan,0.0,0.0,0.0
VINCENT MASSEY SEC SCHOOL,nan,nan,0.0,0.0,0.0
VINCENT MEMORIAL CATHOLIC HS,Calexico,Imperial,27.0,18.0,0.0
VINELAND HIGH SCHOOL,Vineland,NJ,0.0,0.0,0.0
VINSCHOOL CENTRAL PARK,nan,nan,0.0,0.0,0.0
VINSCHOOL THE HARMONY,nan,nan,0.0,0.0,0.0
VINTAGE HIGH SCHOOL,Napa,Napa,105.0,70.0,33.0
VIRGIL I GRISSOM HIGH SCHOOL,Huntsville,AL,0.0,0.0,0.0
VIRGIN VALLEY HIGH SCHOOL,Mesquite,NV,0.0,0.0,0.0
VIRGINIA ACADEMY,Ashburn,VA,0.0,0.0,0.0
VIRGINIA EPISCOPAL SCHOOL,Lynchburg,VA,9.0,8.0,0.0
VIRGINIA,nan,VA,10.0,6.0,3.0
VIRTUAL ACAD BUSINESS & ENTREP,Reseda,Los Angeles,0.0,0.0,0.0
VIRTUAL ACADEMY,San Bernardino,San Bernardino,0.0,0.0,0.0
VIRTUAL LEARNING ACADEMY CHRTR,Exeter,NH,0.0,0.0,0.0
VIS@BETTERWORLD LAB EXPERIMENT,nan,nan,8.0,7.0,3.0
VISALIA CHARTER INDPT STUDY,Visalia,Tulare,0.0,0.0,0.0
VISALIA TECHNICAL EDU CENTER,Visalia,Tulare,6.0,5.0,0.0
VISIONS IN EDUCATION,Carmichael,Sacramento,41.0,25.0,13.0
VISITATION ACADEMY,St Louis,MO,5.0,0.0,0.0
VISITATION SCHOOL,Saint Paul,MN,0.0,0.0,0.0
VISTA ALTERNATIVE,Fremont,Alameda,5.0,4.0,0.0
VISTA DEL LAGO HIGH SCHOOL,Moreno Valley,Riverside,82.0,60.0,28.0
VISTA DEL LAGO HIGH SCHOOL,Folsom,Sacramento,172.0,126.0,72.0
VISTA GRANDE HIGH SCHOOL,Casa Grande,AZ,0.0,0.0,0.0
VISTA HIGH SCHOOL,Richmond,Contra Costa,0.0,0.0,0.0
VISTA HIGH SCHOOL,Vista,San Diego,99.0,61.0,22.0
VISTA MURRIETA HIGH SCHOOL,Murrieta,Riverside,210.0,144.0,74.0
VISTA OAKS CHARTER SCHOOL,Lodi,San Joaquin,5.0,5.0,0.0
VISTA PEAK PREPARATORY,Aurora,CO,0.0,0.0,0.0
VISTA RIDGE HIGH SCHOOL,Cedar Park,TX,29.0,10.0,3.0
VISTA RIDGE HIGH SCHOOL,Colorado Springs,CO,0.0,0.0,0.0
VISTA VISIONS ACADEMY,Vista,San Diego,0.0,0.0,0.0
VISTAMAR SCHOOL,El Segundo,Los Angeles,39.0,20.0,3.0
VIVIAN GAITHER HIGH SCHOOL,Tampa,FL,0.0,0.0,0.0
VIVIAN WEBB SCHOOL,Claremont,Los Angeles,41.0,28.0,6.0
VOLCANO VISTA HIGH SCHOOL,Albuquerque,NM,7.0,0.0,0.0
VON STEUBEN METRO SCIENCE CTR,Chicago,IL,0.0,0.0,0.0
VOORHEES HIGH SCHOOL,Glen Gardner,NJ,0.0,0.0,0.0
VOYAGER ACADEMY HIGH SCHOOL,Durham,NC,0.0,0.0,0.0
W B RAY HIGH SCHOOL,Corpus Christi,TX,5.0,4.0,0.0
W B SAUL HIGH SCHOOL,Philadelphia,PA,0.0,0.0,0.0
W C MEPHAM SENIOR HIGH SCHOOL,North Bellmore,NY,0.0,0.0,0.0
W C OVERFELT HIGH SCHOOL,San Jose,Santa Clara,61.0,43.0,9.0
W E BOSWELL HIGH SCHOOL,Fort Worth,TX,0.0,0.0,0.0
W F WEST HIGH SCHOOL,Chehalis,WA,0.0,0.0,0.0
W P WAGNER SCHOOL,nan,nan,0.0,0.0,0.0
W R FARRINGTON HIGH SCHOOL,Honolulu,HI,7.0,4.0,0.0
W T WOODSON HIGH SCHOOL,Fairfax,VA,22.0,13.0,0.0
W TRESPER CLARKE HIGH SCHOOL,Westbury,NY,0.0,0.0,0.0
W WYMAN KING ACADEMY,Batesburg,SC,0.0,0.0,0.0
WABASH HIGH SCHOOL,Wabash,IN,0.0,0.0,0.0
WACHUSETT REGIONAL HIGH SCHOOL,Holden,MA,0.0,0.0,0.0
WACO HIGH SCHOOL,Waco,TX,0.0,0.0,0.0
WACONIA HIGH SCHOOL,Waconia,MN,0.0,0.0,0.0
WAGNER HIGH SCHOOL,San Antonio,TX,0.0,0.0,0.0
WAGOR INTERNATIONAL SCHOOL OF,nan,nan,0.0,0.0,0.0
WAH YAN COLLEGE KOWLOON,nan,nan,0.0,0.0,0.0
WAH YAN COLLEGE,nan,nan,0.0,0.0,0.0
WAHCONAH REGIONAL HIGH SCHOOL,Dalton,MA,0.0,0.0,0.0
WAIAKEA HIGH SCHOOL,Hilo,HI,17.0,13.0,0.0
WAIALUA HIGH SCHOOL,Waialua,HI,7.0,5.0,0.0
WAIANAE HIGH SCHOOL,Waianae,HI,5.0,4.0,0.0
WAIMEA HIGH SCHOOL,Waimea,HI,0.0,0.0,0.0
WAIPAHU HIGH SCHOOL,Waipahu,HI,23.0,14.0,0.0
WAKE CHRISTIAN ACADEMY,Raleigh,NC,0.0,0.0,0.0
WAKE FOREST HIGH SCHOOL,Wake Forest,NC,0.0,0.0,0.0
WAKE STEM EARLY COLLEGE HIGH S,Cary,NC,0.0,0.0,0.0
WAKEFIELD HIGH SCHOOL,Wakefield,MA,0.0,0.0,0.0
WAKEFIELD HIGH SCHOOL,Raleigh,NC,0.0,0.0,0.0
WAKEFIELD HIGH SCHOOL,Arlington,VA,8.0,4.0,0.0
WAKEFIELD SCHOOL,The Plains,VA,0.0,0.0,0.0
WAKELAND HIGH SCHOOL,Frisco,TX,16.0,7.0,0.0
WAKULLA HIGH SCHOOL,Crawfordville,FL,0.0,0.0,0.0
WALDEN GROVE HIGH SCHOOL,Sahuarita,AZ,0.0,0.0,0.0
WALDORF SCHOOL OF GARDEN CITY,Garden City,NY,0.0,0.0,0.0
WALDORF SCHOOL OF SAN DIEGO HS,San Diego,San Diego,6.0,5.0,3.0
WALDORF SCHOOL OF THE PENINSUL,Mountain View,Santa Clara,6.0,3.0,0.0
WALDORF SCHOOL ORANGE CNTY HS,Costa Mesa,Orange,0.0,0.0,0.0
WALKER HIGH SCHOOL,Walker,LA,0.0,0.0,0.0
WALKER SCHOOL,Marietta,GA,9.0,6.0,0.0
WALKER-HACKENSACK-AKELEY HIGH,Walker,MN,0.0,0.0,0.0
WALKERSVILLE HIGH SCHOOL,Walkersville,MD,0.0,0.0,0.0
WALKERVILLE COLLEGIATE INST,nan,nan,0.0,0.0,0.0
WALL HIGH SCHOOL,Wall,NJ,0.0,0.0,0.0
WALLA WALLA HIGH SCHOOL,Walla Walla,WA,6.0,0.0,0.0
WALLA WALLA VALLEY ACADEMY,College Place,WA,0.0,0.0,0.0
WALLED LAKE NORTHERN HS,Commerce Township,MI,0.0,0.0,0.0
WALLED LAKE WESTERN HS,Commerce Township,MI,5.0,0.0,0.0
WALLIS ANNENBERG HIGH SCHOOL,Los Angeles,Los Angeles,33.0,23.0,9.0
WALNUT GROVE SECONDARY SCHOOL,nan,nan,7.0,5.0,0.0
WALNUT HIGH SCHOOL,Walnut,Los Angeles,263.0,202.0,113.0
WALNUT HILL SCHOOL,Natick,MA,9.0,5.0,0.0
WALNUT HILLS HIGH SCHOOL,Cincinnati,OH,13.0,5.0,0.0
WALNUTWOOD HIGH SCHOOL,Rancho Cordova,Sacramento,0.0,0.0,0.0
WALPOLE HIGH SCHOOL,Walpole,MA,7.0,3.0,0.0
WALSH JESUIT HIGH SCHOOL,Cuyahoga Falls,OH,0.0,0.0,0.0
WALSINGHAM ACADEMY,Williamsburg,VA,6.0,3.0,0.0
WALT WHITMAN HIGH SCHOOL,Bethesda,MD,80.0,39.0,7.0
WALT WHITMAN HIGH SCHOOL,Huntington Sta,NY,0.0,0.0,0.0
WALTER G O'CONNELL COPIAGUE HS,Copiague,NY,0.0,0.0,0.0
WALTER HINES PAGE HIGH SCHOOL,Greensboro,NC,0.0,0.0,0.0
WALTER JOHNSON HIGH SCHOOL,Bethesda,MD,45.0,16.0,3.0
WALTER L SICKLES HIGH SCHOOL,Tampa,FL,0.0,0.0,0.0
WALTER M WILLIAMS HIGH SCHOOL,Burlington,NC,0.0,0.0,0.0
WALTER PANAS HIGH SCHOOL,Cortlandt Manor,NY,0.0,0.0,0.0
WALTER PAYTON COLL PREP SCHOOL,Chicago,IL,85.0,50.0,6.0
WALTHAM SENIOR HIGH SCHOOL,Waltham,MA,0.0,0.0,0.0
WALWORTH BARBOUR AIS ISRAEL,nan,nan,0.0,0.0,0.0
WANDO HIGH SCHOOL,Mount Pleasant,SC,0.0,0.0,0.0
WANTAGH HIGH SCHOOL,Wantagh,NY,0.0,0.0,0.0
WAPAHANI HIGH SCHOOL,Selma,IN,0.0,0.0,0.0
WARD MELVILLE HIGH SCHOOL,East Setauket,NY,28.0,18.0,3.0
WARDEN HIGH SCHOOL,Warden,WA,0.0,0.0,0.0
WARDLAW-HARTRIDGE SCHOOL,Edison,NJ,12.0,10.0,3.0
WARHILL HIGH SCHOOL,Williamsburg,VA,0.0,0.0,0.0
WARING SCHOOL,Beverly,MA,0.0,0.0,0.0
WARNER JUNIOR SENIOR HIGH SCHOOL,Warner Springs,San Diego,0.0,0.0,0.0
WARREN CENTRAL HIGH SCHOOL,Indianapolis,IN,0.0,0.0,0.0
WARREN COUNTY HIGH SCHOOL,Front Royal,VA,0.0,0.0,0.0
WARREN G HARDING HIGH SCHOOL,Warren,OH,0.0,0.0,0.0
WARREN HARDING HIGH SCHOOL,Bridgeport,CT,0.0,0.0,0.0
WARREN HIGH SCHOOL,Downey,Los Angeles,202.0,142.0,54.0
WARREN HILLS REGIONAL HS,Washington,NJ,0.0,0.0,0.0
WARREN MOTT HIGH SCHOOL,Warren,MI,0.0,0.0,0.0
WARREN TOWNSHIP HIGH SCHOOL,Gurnee,IL,11.0,7.0,0.0
WARREN WOODS TOWER HIGH SCHOOL,Warren,MI,0.0,0.0,0.0
WARRENSBURG SENIOR HIGH SCHOOL,Warrensburg,MO,0.0,0.0,0.0
WARRENTON HIGH SCHOOL,Warrenton,OR,0.0,0.0,0.0
WARSAW COMMUNITY HIGH SCHOOL,Warsaw,IN,0.0,0.0,0.0
WARWICK HIGH SCHOOL,Newport News,VA,0.0,0.0,0.0
WARWICK VALLEY HIGH SCHOOL,Warwick,NY,0.0,0.0,0.0
WASATCH ACADEMY,Mount Pleasant,UT,7.0,5.0,4.0
WASATCH HIGH SCHOOL,Heber City,UT,9.0,7.0,0.0
WASCO UNION HIGH SCHOOL,Wasco,Kern,68.0,53.0,23.0
WASECA HIGH SCHOOL,Waseca,MN,0.0,0.0,0.0
WASHBURN RURAL HIGH SCHOOL,Topeka,KS,0.0,0.0,0.0
WASHBURN SENIOR HIGH SCHOOL,Minneapolis,MN,15.0,13.0,0.0
WASHINGTON ACADEMY/HIGH SCHOOL,Princess Anne,MD,0.0,0.0,0.0
WASHINGTON ACADEMY,East Machias,ME,0.0,0.0,0.0
WASHINGTON CONNECTIONS ACADEMY,Tumwater,WA,0.0,0.0,0.0
WASHINGTON HIGH SCHOOL,Phoenix,AZ,0.0,0.0,0.0
WASHINGTON HIGH SCHOOL,Sioux Falls,SD,0.0,0.0,0.0
WASHINGTON HIGH SCHOOL,Tacoma,WA,0.0,0.0,0.0
WASHINGTON HIGH SCHOOL,Charles Town,WV,0.0,0.0,0.0
WASHINGTON HIGH SCHOOL,Fremont,Alameda,190.0,158.0,75.0
WASHINGTON HIGH SCHOOL,nan,nan,12.0,6.0,0.0
WASHINGTON INTERNATIONAL SCHOO,Washington,DC,26.0,17.0,0.0
